"subjid","rownum","submitdate","dimension","run","counterbalance","introcheck","introrating","introtiming","rating1","timing1","q1seen","q1comments","city","country","gender","age","thoughts","playtiming","playrating"
"FSF_r1b_fa_0","95","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_ph_0","96","NULL","ph","1","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0","0!!34.485!!34.880!!35.309!!36.481!!36.910!!37.297!!38.774!!39.217!!39.583!!41.950!!42.383!!43.473!!43.866!!44.249!!44.656!!45.482!!45.880!!46.351!!46.948!!47.430!!47.821!!48.160!!48.474!!55.296!!55.665!!56.088!!56.486!!56.986!!57.020!!57.053!!57.086!!57.119!!57.152!!57.186!!57.218!!57.252!!57.284!!57.318!!57.351!!57.384!!57.416!!57.450!!57.484!!57.515","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!34.916!!35.832!!36.592!!36.980!!37.286!!37.585!!37.844!!38.065!!38.312!!38.552!!41.118!!41.348!!41.585!!41.822!!42.048!!43.660!!43.671!!43.985!!44.249!!45.269!!45.769!!45.802!!45.834!!45.867!!45.90","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0!!0"
"FSF_r1a_ph_0","97","2013-11-06 17:18","fa","1","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6","0!!51.713!!52.129!!56.343!!58.736!!60.463!!62.609!!64.928!!72.536!!76.159!!76.399","0!!1!!2!!3!!4!!5!!PAUSE!!PLAY!!6!!PAUSE!!PLAY!!PAUSE!!PLAY!!PAUSE!!PLAY!!PAUSE!!PLAY!!5!!4!!3!!2!!1!!0!!PAUSE!!PLAY!!PAUSE!!PLAY!!1!!2!!3!!4!!5!!4!!3!!2!!1!!0!!PAUSE!!PLAY!!PAUSE!!PLAY!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!1!!0","0!!19.333!!19.501!!19.837!!20.172!!20.607!!42.510!!42.510!!44.155!!48.237!!24.523!!29.319!!-26.42!!-22.49!!-154.1!!-153.1!!-420.5!!-343.8!!-343.7!!-343.5!!-343.3!!-343.2!!-343.0!!-337.8!!-873.9!!-861.1!!-2057.!!-1951.!!-1951.!!-1951.!!-1950.!!-1950.!!-1947.!!-1946.!!-1946.!!-1946.!!-1946.!!-1942.!!-4512.!!-4510.!!-9744.!!-9628.!!-9628.!!-9628.!!-9628.!!-9628.!!-9627.!!-9627.!!-9625.!!-9625.!!-9625.!!-9625.!!-9624.!!-9624.!!-9624.","0!!0!!0!!seen","0!!0!!0!!0","NULL","NULL","male","21"," ","0!!3.4320!!3.7750!!3.9670!!4.1990!!4.3830!!4.5030!!4.8630!!5.2630!!5.4950!!6.5910!!6.7350!!6.8870!!7.0390!!7.4470!!11.232!!11.439!!11.583!!11.735!!12.279!!14.463!!14.638!!14.836!!17.455!!17.639!!17.80","0!!1!!2!!1!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r1b_ob_0","98","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_ph_0","99","2013-11-06 16:59","ph","1","a","getit","0!!1!!2!!3!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5","0!!24.917!!25.192!!25.450!!26.384!!27.629!!27.933!!29.223!!29.505!!30.637!!30.927!!32.376!!32.603!!33.177!!33.542!!35.332!!35.595!!36.440!!36.632!!37.123!!37.365!!37.640!!37.923!!38.665!!38.875!!39.077!!39.282!!39.456!!40.616!!45.796!!46.171!!46.345!!46.534!!47.008","0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!4!!5!!6!!5!!4!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!4!!5!!6!!7!!8!!9!!8!!7!!8!!9!!8!!7!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!6!!7!!8!!9!!8!!9!!8!!9!!8!!9!!8!!7!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!0!!1!!2!!3!!2!!1!!0!!1!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!8!!9!!10!!9!!8!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!5!!6!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!9!!10","0!!11.946!!12.172!!12.503!!12.807!!13.256!!13.641!!13.871!!14.581!!16.983!!17.258!!17.442!!18.058!!18.797!!20.131!!20.950!!21.246!!24.042!!24.281!!27.544!!28.697!!28.923!!29.473!!31.815!!33.626!!34.111!!36.782!!38.186!!39.427!!42.309!!44.789!!46.907!!48.578!!50.302!!51.388!!53.832!!63.251!!63.463!!63.687!!64.25!!65.170!!65.634!!70.782!!71.545!!73.074!!73.377!!77.822!!81.446!!82.272!!86.177!!86.337!!86.782!!87.151!!87.365!!87.551!!88.094!!88.332!!92.342!!92.679!!92.973!!93.261!!94.117!!98.532!!99.286!!100.01!!102.64!!104.59!!109.73!!109.94!!110.10!!110.27!!110.47!!110.63!!110.80!!111.51!!112.18!!114.70!!119.52!!119.76!!120.00!!121.12!!122.47!!122.89!!131.93!!132.17!!132.74!!133.23!!133.56!!134.05!!134.08!!134.11!!134.15!!134.18!!134.22!!134.25!!134.28!!134.32!!134.35!!138.14!!138.38!!138.62!!138.85!!139.07!!139.42!!141.48!!143.04!!143.75!!146.94!!150.16!!150.37!!150.57!!151.06!!151.09!!151.13!!151.16!!152.19!!152.71!!153.76!!163.61!!170.49!!172.31!!178.74!!179.12!!181.25!!185.70!!189.57!!189.98!!191.33!!192.62!!193.22!!193.66!!202.45!!202.70!!202.90!!203.12!!203.28!!203.46!!203.61!!203.77!!203.96!!206.30!!206.79!!207.90!!208.23!!208.41!!208.94!!210.26!!210.82!!211.97!!212.19!!214.49!!215.23!!215.54!!215.98!!216.52!!231.78!!232.38!!234.32!!234.84!!246.78!!248.08!!252.93!!253.29!!254.36!!256.45!!256.80!!258.77!!259.00!!259.24!!260.04!!260.23!!260.40!!260.56!!261.10!!264.90!!265.66!!266.10!!266.39!!266.95!!268.89!!269.14!!269.68!!271.23!!272.19!!273.17!!273.44!!275.43!!275.74!!275.98!!276.75!!280.50!!282.57!!289.80!!295.79!!296.16!!297.07!!306.60!!306.78!!306.96!!307.70!!307.95!!309.36!!312.93!!313.15!!313.36!!316.56!!320.12!!326.58!!346.96!!347.16!!347.47!!347.67!!347.81!!350.00!!350.22!!358.42!!365.77!!375.18!!382.93!!383.42!!383.45!!383.48!!383.52!!383.55!!385.44!!385.67!!386.10!!387.11!!387.60!!387.64!!387.67!!387.71!!387.74!!388.09!!393.04!!393.30!!393.71!!394.45!!396.79!!397.02!!397.21!!397.38!!397.81!!398.71!!420.22!!420.40!!420.55!!421.09!!421.30!!422.17!!424.55!!424.78!!424.99!!425.20!!425.47!!426.31!!426.54!!426.72!!426.91!!427.10!!427.23!!429.19!!434.28!!453.05!!453.52!!474.28!!474.77!!474.88!!475.49!!483.44!!486.95!!489.51!!497.33!!498.33!!498.63","0!!0!!0!!seen","0!!0!!0!!I felt this was the most foreclosed oh physical properties","Rochester","United States","Female","30","thank you! ","0!!20.118!!21.733!!22.015!!22.200!!22.405!!22.571!!22.756!!22.905!!23.371!!23.789!!26.118!!26.319!!26.506!!26.658!!26.901!!28.447!!28.706!!28.900!!31.447!!31.937!!31.971!!32.005!!32.039!!32.072!!32.10","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!"
"FSF_r1a_ph_0","100","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1b_ph_0","101","NULL","ph","1","b","getit","0!!0!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0","0!!25.795!!26.766!!26.967!!28.647!!29.543!!30.376!!30.668!!30.927!!31.134!!31.543!!31.855!!32.223!!35.606!!35.774!!36.055!!36.342!!36.846!!37.382!!37.914!!38.289!!38.519!!38.705!!40.902!!41.083!!41.277!!41.526!!41.759!!41.997!!42.230!!42.470!!42.774!!43.046!!48.299!!48.483!!48.664!!48.851!!49.072!!49.359!!51.866!!52.116!!52.303!!52.503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!14.628!!14.949!!15.449!!15.503!!15.519!!15.549!!15.584!!15.618!!15.654!!15.680!!15.715!!15.748!!15.786!!15.822!!15.847!!15.881!!15.914!!15.950!!15.988!!18.404!!18.607!!18.809!!18.982!!19.190!!21.41","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r1a_me_0","102","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_fa_0","103","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","timing:","10"
"FSF_r1b_me_0","104","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1b_ob_0","105","2013-11-06 16:59","me","1","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4","0!!23.289!!24.344!!24.820!!25.042!!25.254!!26.518!!26.791!!27.055!!28.607!!29.972!!30.282!!31.114!!31.334!!31.557!!32.125!!32.375!!32.608!!34.486!!34.996!!35.580!!36.015!!36.255!!36.478!!36.682!!36.893!!37.096!!42.943!!43.266!!43.539!!43.782!!44.489!!45.176","0!!1!!0!!1!!2!!3!!4!!3!!2!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!2!!3!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!1!!2!!3!!4!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!2!!3!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!PAUSE!!PLAY!!PAUSE!!PLAY!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!2!!3!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!4!!3!!2!!3!!4!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!4!!5!!6!!5!!4!!3!!4!!5!!6!!5!!4!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!2!!3!!2!!1!!0!!1!!2!!3!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!1!!2!!1!!0!!0!!1","0!!11.762!!12.058!!18.509!!35.328!!35.808!!39.378!!39.764!!40.075!!41.179!!44.220!!44.564!!45.061!!45.693!!45.949!!46.558!!47.326!!47.710!!48.894!!49.223!!58.895!!59.080!!59.288!!61.913!!62.121!!62.378!!62.625!!66.547!!66.628!!66.811!!67.313!!67.397!!67.480!!67.563!!67.648!!67.733!!67.988!!68.332!!68.580!!69.261!!70.180!!70.509!!70.773!!71.582!!77.256!!78.392!!78.648!!78.832!!78.976!!79.144!!79.281!!79.417!!79.593!!79.921!!80.145!!80.353!!80.850!!81.490!!81.788!!82.666!!83.034!!84.419!!85.956!!86.564!!90.600!!90.904!!91.105!!91.305!!93.186!!93.402!!93.577!!93.770!!120.66!!131.70!!131.82!!131.99!!132.15!!132.30!!132.44!!132.60!!132.75!!132.90!!133.31!!133.52!!133.69!!133.87!!134.03!!134.18!!134.35!!134.53!!134.72!!134.88!!143.46!!143.69!!143.97!!144.35!!145.33!!147.03!!147.65!!149.83!!151.77!!164.50!!164.65!!168.93!!169.18!!169.40!!171.40!!171.64!!171.91!!174.28!!174.59!!174.76!!174.88!!175.03!!175.18!!175.32!!175.53!!175.95!!176.12!!176.29!!176.47!!176.63!!176.78!!178.84!!179.08!!179.48!!179.75!!179.88!!180.18!!180.32!!180.47!!180.62!!180.77!!180.92!!183.89!!184.07!!184.25!!184.44!!184.62!!184.81!!185.16!!185.34!!186.98!!187.15!!187.33!!187.50!!188.58!!188.74!!188.95!!189.15!!189.89!!190.15!!192.83!!195.18!!195.39!!196.53!!196.72!!196.88!!197.04!!197.21!!197.46!!198.83!!199.10!!200.28!!200.48!!200.71!!201.58!!202.42!!202.60!!202.78!!202.98!!207.31!!207.47!!207.64!!207.83!!208.00!!208.19!!208.39!!212.87!!212.87!!213.17!!193.33!!195.74!!198.70!!198.86!!199.02!!199.16!!199.30!!204.93!!205.35!!205.53!!205.78!!206.06!!207.07!!207.29!!207.48!!208.00!!210.02!!210.87!!211.07!!211.23!!211.39!!211.53!!211.68!!211.82!!211.97!!212.11!!217.34!!217.46!!217.65!!218.19!!218.40!!218.57!!225.11!!225.25!!225.45!!225.63!!225.83!!226.02!!226.23!!232.99!!235.37!!235.71!!238.18!!238.43!!238.70!!240.53!!240.65!!240.85!!241.01!!241.17!!245.59!!257.53!!257.71!!257.89!!258.05!!258.19!!258.34!!258.49!!258.66!!259.98!!260.34!!266.20!!266.31!!266.49!!266.65!!266.81!!267.35!!272.09!!272.22!!272.44!!272.83!!273.02!!273.19!!273.37!!274.45!!277.90!!278.83!!285.19!!288.12!!288.30!!288.47!!288.64!!300.08!!300.95!!301.23!!301.51!!302.26!!302.70!!302.99!!309.87!!309.99!!310.17!!312.11!!330.30!!332.23!!333.35!!333.54!!333.70!!333.88!!334.05!!335.52!!336.86!!337.03!!337.23!!337.42!!340.14!!340.37!!340.55!!340.76!!340.92!!341.10!!342.11!!342.31!!342.50!!348.24!!351.77!!352.14!!354.00!!354.19!!354.36!!354.52!!354.68!!355.32!!355.52!!356.43!!359.77!!360.26!!360.54!!365.31!!365.42!!365.59!!365.75!!365.91!!367.67!!367.88!!368.05!!368.26!!368.41!!368.57!!368.72!!372.70!!372.82!!372.97!!373.18!!373.32!!373.52!!373.68!!373.85!!378.39!!378.58!!378.75!!378.90!!379.10!!379.29!!380.26!!381.38!!382.07!!385.40!!385.56!!393.40!!400.65!!401.03!!401.45!!405.96!!413.41!!413.49!!413.67!!413.83!!417.99!!424.59!!424.79!!425.01!!425.15!!425.37!!425.57!!425.76!!428.26!!438.35!!446.35!!457.91!!465.80!!465.94!!466.13!!483.10","0!!0!!0!!0","0!!0!!0!!0","NULL","NULL","Female","25"," ","0!!9.3959!!10.181!!11.809!!11.950!!12.143!!12.305!!12.456!!12.610!!12.789!!12.960!!13.114!!16.528!!16.723!!16.911!!17.092!!17.285!!20.041!!20.273!!20.449!!22.641!!22.842!!23.002!!23.154!!23.368!!23.58","0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r1b_ob_0","106","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_sc_0","107","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_sc_0","108","2013-11-06 17:01","sc","1","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0","0!!19.969!!20.194!!20.456!!20.709!!20.979!!21.249!!21.582!!22.098!!22.816!!26.617!!26.974!!27.332!!27.688!!27.967!!28.269!!28.713!!29.016!!29.418!!30.349!!30.563!!30.809!!31.302!!31.667!!31.993!!32.381!!32.828!!33.328!!33.574!!38.108!!39.440!!40.042!!40.592!!40.885!!41.203!!41.417!!41.598!!41.747!!41.849!!42.007!!42.181!!42.395","0!!1!!0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!5!!6!!7!!8!!9!!8!!7!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!4!!3!!4!!3!!4!!5!!6!!7!!8!!7!!6!!5!!6!!5!!6!!5!!4!!3!!2!!3!!4!!5!!4!!3!!2!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!1!!2!!PAUSE!!PLAY!!PAUSE!!PLAY!!1!!2!!3!!4!!5!!6!!5!!4!!3!!2!!3!!4!!3!!2!!3!!4!!5!!4!!3!!2!!3!!2!!3!!4!!5!!6!!5!!4!!3!!2!!1!!2!!3!!4!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!6!!7!!6!!5!!4!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!2!!1!!0!!1!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!1!!2!!1!!2!!3!!2!!1!!0!!1!!2!!3!!4!!3!!2!!3!!4!!3!!2!!3!!4!!3!!2!!3!!2!!1!!0!!1!!2!!1!!2!!3!!4!!3!!2!!3!!2!!3!!4!!3!!2!!1!!1!!2!!1!!2!!3!!4!!3","0!!10.819!!11.486!!16.465!!17.780!!25.757!!26.833!!27.182!!27.651!!46.208!!50.560!!50.877!!52.457!!63.499!!63.747!!63.941!!64.186!!68.624!!69.501!!70.051!!70.601!!71.372!!72.951!!73.511!!73.730!!73.944!!74.254!!75.512!!75.870!!76.538!!77.478!!78.716!!79.646!!83.264!!86.566!!86.779!!86.945!!87.142!!89.959!!92.268!!92.555!!93.071!!94.184!!94.631!!95.099!!95.817!!96.031!!96.236!!96.411!!99.257!!99.463!!100.01!!109.99!!110.24!!117.76!!119.21!!132.15!!132.65!!132.68!!132.72!!132.75!!132.79!!132.82!!132.85!!132.89!!132.92!!132.96!!132.99!!133.03!!133.06!!135.62!!136.12!!136.16!!136.20!!136.22!!136.26!!136.29!!136.33!!136.36!!136.40!!136.43!!136.46!!136.50!!136.53!!136.56!!136.60!!136.63!!138.60!!139.64!!157.35!!157.35!!158.94!!150.70!!162.85!!193.95!!194.21!!194.42!!194.59!!206.05!!207.06!!207.41!!207.75!!208.03!!209.18!!210.66!!211.51!!215.15!!219.96!!221.46!!223.70!!224.15!!224.45!!226.22!!226.91!!227.61!!227.99!!228.84!!229.29!!229.60!!231.41!!231.61!!231.79!!232.00!!232.18!!250.27!!250.50!!250.66!!250.82!!251.86!!252.36!!252.40!!252.43!!252.47!!252.50!!252.54!!252.57!!252.61!!252.64!!252.67!!252.71!!262.22!!262.45!!262.64!!262.91!!264.77!!264.96!!265.26!!265.87!!266.10!!266.55!!266.79!!268.55!!270.51!!271.14!!271.84!!271.88!!272.30!!276.09!!277.31!!277.53!!277.69!!277.88!!278.18!!279.73!!281.34!!283.15!!283.37!!283.56!!283.75!!283.97!!284.30!!287.64!!304.59!!313.85!!314.77!!349.81!!350.17!!352.03!!356.39!!374.70!!374.70!!374.92!!375.10!!375.30!!375.78!!376.91!!377.10!!378.86!!379.36!!379.39!!379.43!!379.46!!379.50!!379.53!!379.56!!379.60!!379.63!!379.67!!379.70!!379.73!!384.15!!385.50!!387.41!!387.77!!387.97!!398.09!!404.31!!405.36!!412.72!!413.14!!413.51!!415.50!!416.55!!422.11!!422.44!!422.64!!423.41!!423.60!!424.01!!424.18!!424.72!!424.92!!425.50!!430.05!!431.33!!451.67!!458.11!!459.30!!460.29!!462.46!!466.35!!466.63!!468.54!!472.05!!473.47!!478.23!!479.15!!479.39!!480.54!!480.82!!487.88!!487.88!!490.54!!492.55!!494.10!!494.31!!494.86!!496.13","0!!0!!0!!0","Fishing clip!!Rizzoli and Isles!!Some guy hugging his daughter!!Some BBC show","NULL","NULL","Male","26"," ","0!!10.706!!11.036!!11.276!!11.495!!11.701!!11.935!!12.133!!12.365!!12.563!!12.784!!14.085!!14.300!!14.513!!14.730!!14.924!!19.641!!19.863!!20.046!!20.723!!21.223!!21.257!!21.292!!21.327!!21.362!!21.39","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!0"
"FSF_r1a_sc_0","109","NULL","sc","1","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!9!!10!!9!!8!!7!!6!!5!!4!!5!!6!!7!!8!!9!!10!!9!!10","0!!30.149!!30.472!!30.730!!30.986!!31.232!!31.519!!31.820!!32.129!!32.467!!34.853!!35.341!!36.113!!36.989!!37.512!!37.938!!38.307!!38.894!!39.898!!40.778!!41.117!!41.416!!41.804!!42.785!!43.042!!45.136!!45.731","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!36.108!!36.842!!37.214!!37.460!!37.707!!38.582!!39.345!!40.541!!43.516!!43.825!!44.118!!44.351!!44.611!!44.842!!45.078!!45.312!!58.729!!59.065!!59.666!!59.701!!59.732!!59.760!!59.792!!59.825!!59.85","0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!5!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!"
"FSF_r1a_ob_0","110","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1b_so_0","111","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r1a_ph_0","112","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
